"1","Available",,"Y",,"2019-09-09 01:22:38.2960000","manager",,
"2","Cancelled",,"Y",,"2019-09-09 01:22:38.3040000","manager",,
"3","Reserved",,"Y",,"2019-09-09 01:22:38.3080000","manager",,
"4","RFO",,"Y",,"2019-09-09 01:22:38.3130000","manager",,
"5","Turnover",,"Y",,"2019-09-09 01:22:38.3180000","manager",,
