"191006141011.74773","1",,,1,"1","5000.000000","100.000000","0.000000",1,"2019-10-07 00:00:00.0000000","5",,,,"2019-10-06 14:15:12.2740000","manager",,
"191006141011.85654","1",,,2,"2","76249.840000","100.000000","0.000000",12,"2019-10-07 00:00:00.0000000","1",,,,"2019-10-06 14:15:12.2780000","manager",,
