"1","Residential",,"Y",,"2019-09-09 01:21:05.7850000","manager",,
"2","Commercial",,"Y",,"2019-09-09 01:21:05.7900000","manager",,
"3","Industrial",,"Y",,"2019-09-09 01:21:05.7940000","manager",,
"4","Assembly",,"Y",,"2019-09-09 01:21:05.7980000","manager",,
"5","Storage",,"Y",,"2019-09-09 01:21:05.8010000","manager",,
"6","Educational",,"Y",,"2019-09-09 01:21:05.8050000","manager",,
"7",,,,,,,,
